Date,Close
05-Oct-15,8119.3
01-Oct-15,7950.9
30-Sep-15,7948.9
29-Sep-15,7843.3
28-Sep-15,7795.7
24-Sep-15,7868.5
23-Sep-15,7845.95
22-Sep-15,7812
21-Sep-15,7977.1
18-Sep-15,7981.9
16-Sep-15,7899.15
15-Sep-15,7829.1
14-Sep-15,7872.25
11-Sep-15,7789.3
10-Sep-15,7788.1
09-Sep-15,7818.6
08-Sep-15,7688.25
07-Sep-15,7558.8
04-Sep-15,7655.05
03-Sep-15,7823
02-Sep-15,7717
01-Sep-15,7785.85
31-Aug-15,7971.3
28-Aug-15,8001.95
27-Aug-15,7948.95
26-Aug-15,7791.85
25-Aug-15,7880.7
24-Aug-15,7809
21-Aug-15,8299.95
20-Aug-15,8372.75
19-Aug-15,8495.15
18-Aug-15,8466.55
17-Aug-15,8477.3
14-Aug-15,8518.55
13-Aug-15,8355.85
12-Aug-15,8349.45
11-Aug-15,8462.35
10-Aug-15,8525.6
07-Aug-15,8564.6
06-Aug-15,8588.65
05-Aug-15,8567.95
03-Aug-15,8543.05
31-Jul-15,8532.85
29-Jul-15,8375.05
28-Jul-15,8337
27-Jul-15,8361
24-Jul-15,8521.55
23-Jul-15,8589.8
22-Jul-15,8633.5
21-Jul-15,8529.45
20-Jul-15,8603.45
17-Jul-15,8609.85
16-Jul-15,8608.05
15-Jul-15,8523.8
14-Jul-15,8454.1
13-Jul-15,8459.65
10-Jul-15,8360.55
09-Jul-15,8328.55
08-Jul-15,8363.05
07-Jul-15,8510.8
06-Jul-15,8522.15
03-Jul-15,8484.9
02-Jul-15,8444.9
01-Jul-15,8453.05
30-Jun-15,8368.5
29-Jun-15,8318.4
26-Jun-15,8381.1
25-Jun-15,8398
24-Jun-15,8360.85
23-Jun-15,8381.55
22-Jun-15,8353.1
19-Jun-15,8224.95
18-Jun-15,8174.6
17-Jun-15,8091.55
16-Jun-15,8047.3
15-Jun-15,8013.9
12-Jun-15,7982.9
11-Jun-15,7965.35
10-Jun-15,8124.45
09-Jun-15,8022.4
08-Jun-15,8044.15
05-Jun-15,8114.7
04-Jun-15,8130.65
03-Jun-15,8135.1
02-Jun-15,8236.45
01-Jun-15,8433.4
29-May-15,8433.65
28-May-15,8319
27-May-15,8334.6
26-May-15,8339.35
25-May-15,8370.25
22-May-15,8458.95
21-May-15,8421
20-May-15,8423.25
19-May-15,8365.65
18-May-15,8373.65
15-May-15,8262.35
14-May-15,8224.2
13-May-15,8235.45
12-May-15,8126.95
11-May-15,8325.25
08-May-15,8191.5
07-May-15,8057.3
06-May-15,8097
05-May-15,8324.8
04-May-15,8331.95
30-Apr-15,8181.5
29-Apr-15,8239.75
28-Apr-15,8285.6
27-Apr-15,8213.8
24-Apr-15,8305.25
23-Apr-15,8398.3
22-Apr-15,8429.7
21-Apr-15,8377.75
20-Apr-15,8448.1
17-Apr-15,8606
16-Apr-15,8706.7
15-Apr-15,8750.2
13-Apr-15,8834
10-Apr-15,8780.35
09-Apr-15,8778.3
08-Apr-15,8714.4
07-Apr-15,8660.3
06-Apr-15,8659.9
01-Apr-15,8586.25
31-Mar-15,8491
30-Mar-15,8492.3
27-Mar-15,8341.4
26-Mar-15,8342.15
25-Mar-15,8530.8
24-Mar-15,8542.95
23-Mar-15,8550.9
20-Mar-15,8570.9
19-Mar-15,8634.65
18-Mar-15,8685.9
17-Mar-15,8723.3
16-Mar-15,8633.15
13-Mar-15,8647.75
12-Mar-15,8776
11-Mar-15,8699.95
10-Mar-15,8712.05
09-Mar-15,8756.75
05-Mar-15,8937.75
04-Mar-15,8922.65
03-Mar-15,8996.25
02-Mar-15,8956.75
28-Feb-15,8901.85
27-Feb-15,8844.6
26-Feb-15,8683.85
25-Feb-15,8767.25
24-Feb-15,8762.1
23-Feb-15,8754.95
20-Feb-15,8833.6
19-Feb-15,8895.3
18-Feb-15,8869.1
16-Feb-15,8809.35
13-Feb-15,8805.5
12-Feb-15,8711.55
11-Feb-15,8627.4
10-Feb-15,8565.55
09-Feb-15,8526.35
06-Feb-15,8661.05
05-Feb-15,8711.7
04-Feb-15,8723.7
03-Feb-15,8756.55
02-Feb-15,8797.4
30-Jan-15,8808.9
29-Jan-15,8952.35
28-Jan-15,8914.3
27-Jan-15,8910.5
23-Jan-15,8835.6
22-Jan-15,8761.4
21-Jan-15,8729.5
20-Jan-15,8695.6
19-Jan-15,8550.7
16-Jan-15,8513.8
15-Jan-15,8494.15
14-Jan-15,8277.55
13-Jan-15,8299.4
12-Jan-15,8323
09-Jan-15,8284.5
08-Jan-15,8234.6
07-Jan-15,8102.1
06-Jan-15,8127.35
05-Jan-15,8378.4
02-Jan-15,8395.45
01-Jan-15,8284
31-Dec-14,8282.7
30-Dec-14,8248.25
29-Dec-14,8246.3
26-Dec-14,8200.7
24-Dec-14,8174.1
23-Dec-14,8267
22-Dec-14,8324
19-Dec-14,8225.2
18-Dec-14,8159.3
17-Dec-14,8029.8
16-Dec-14,8067.6
15-Dec-14,8219.6
12-Dec-14,8224.1
11-Dec-14,8292.9
10-Dec-14,8355.65
09-Dec-14,8340.7
08-Dec-14,8438.25
05-Dec-14,8538.3
04-Dec-14,8564.4
03-Dec-14,8537.65
02-Dec-14,8524.7
01-Dec-14,8555.9
28-Nov-14,8588.25
27-Nov-14,8494.2
26-Nov-14,8475.75
25-Nov-14,8463.1
24-Nov-14,8530.15
21-Nov-14,8477.35
20-Nov-14,8401.9
19-Nov-14,8382.3
18-Nov-14,8425.9
17-Nov-14,8430.75
14-Nov-14,8389.9
13-Nov-14,8357.85
12-Nov-14,8383.3
11-Nov-14,8362.65
10-Nov-14,8344.25
07-Nov-14,8337
05-Nov-14,8338.3
03-Nov-14,8324.15
31-Oct-14,8322.2
30-Oct-14,8169.2
29-Oct-14,8090.45
28-Oct-14,8027.6
27-Oct-14,7991.7
23-Oct-14,8014.55
22-Oct-14,7995.9
21-Oct-14,7927.75
20-Oct-14,7879.4
17-Oct-14,7779.7
16-Oct-14,7748.2
14-Oct-14,7864
13-Oct-14,7884.25
10-Oct-14,7859.95
09-Oct-14,7960.55
08-Oct-14,7842.7
07-Oct-14,7852.4
01-Oct-14,7945.55
30-Sep-14,7964.8
29-Sep-14,7958.9
26-Sep-14,7968.85
25-Sep-14,7911.85
24-Sep-14,8002.4
23-Sep-14,8017.55
22-Sep-14,8146.3
19-Sep-14,8121.45
18-Sep-14,8114.75
17-Sep-14,7975.5
16-Sep-14,7932.9
15-Sep-14,8042
12-Sep-14,8105.5
11-Sep-14,8085.7
10-Sep-14,8094.1
08-Sep-14,8173.9
05-Sep-14,8086.85
04-Sep-14,8095.95
03-Sep-14,8114.6
02-Sep-14,8083.05
01-Sep-14,8027.7
28-Aug-14,7954.35
27-Aug-14,7936.05
26-Aug-14,7904.75
25-Aug-14,7906.3
22-Aug-14,7913.2
21-Aug-14,7891.1
20-Aug-14,7875.3
19-Aug-14,7897.5
18-Aug-14,7874.25
14-Aug-14,7791.7
13-Aug-14,7739.55
12-Aug-14,7727.05
11-Aug-14,7625.95
08-Aug-14,7568.55
07-Aug-14,7649.25
06-Aug-14,7672.05
05-Aug-14,7746.55
04-Aug-14,7683.65
01-Aug-14,7602.6
31-Jul-14,7721.3
30-Jul-14,7791.4
28-Jul-14,7748.7
25-Jul-14,7790.45
24-Jul-14,7830.6
23-Jul-14,7795.75
22-Jul-14,7767.85
21-Jul-14,7684.2
18-Jul-14,7663.9
17-Jul-14,7640.45
16-Jul-14,7624.4
15-Jul-14,7526.65
14-Jul-14,7454.15
11-Jul-14,7459.6
09-Jul-14,7585
08-Jul-14,7623.2
07-Jul-14,7787.15
04-Jul-14,7751.6
03-Jul-14,7714.8
02-Jul-14,7725.15
01-Jul-14,7634.7
30-Jun-14,7611.35
27-Jun-14,7508.8
26-Jun-14,7493.2
25-Jun-14,7569.25
24-Jun-14,7580.2
23-Jun-14,7493.35
20-Jun-14,7511.45
19-Jun-14,7540.7
18-Jun-14,7558.2
17-Jun-14,7631.7
16-Jun-14,7533.55
13-Jun-14,7542.1
12-Jun-14,7649.9
11-Jun-14,7626.85
10-Jun-14,7656.4
09-Jun-14,7654.6
06-Jun-14,7583.4
05-Jun-14,7474.1
04-Jun-14,7402.25
03-Jun-14,7415.85
02-Jun-14,7362.5
30-May-14,7229.95
29-May-14,7235.65
28-May-14,7329.65
27-May-14,7318
26-May-14,7359.05
23-May-14,7367.1
22-May-14,7276.4
21-May-14,7252.9
20-May-14,7275.5
19-May-14,7263.55
16-May-14,7203
15-May-14,7123.15
14-May-14,7108.75
13-May-14,7108.75
12-May-14,7014.25
09-May-14,6858.8
08-May-14,6659.85
07-May-14,6652.55
06-May-14,6715.3
05-May-14,6699.35
02-May-14,6694.8
30-Apr-14,6696.4
29-Apr-14,6715.25
28-Apr-14,6761.25
25-Apr-14,6782.75
23-Apr-14,6840.8
22-Apr-14,6815.35
21-Apr-14,6817.65
17-Apr-14,6779.4
16-Apr-14,6675.3
15-Apr-14,6733.1
11-Apr-14,6776.3
10-Apr-14,6796.4
09-Apr-14,6796.2
07-Apr-14,6695.05
04-Apr-14,6694.35
03-Apr-14,6736.1
02-Apr-14,6752.55
01-Apr-14,6721.05
31-Mar-14,6704.2
28-Mar-14,6695.9
27-Mar-14,6641.75
26-Mar-14,6601.4
25-Mar-14,6589.75
24-Mar-14,6583.5
22-Mar-14,6494.9
21-Mar-14,6493.2
20-Mar-14,6483.1
19-Mar-14,6524.05
18-Mar-14,6516.65
14-Mar-14,6504.2
13-Mar-14,6493.1
12-Mar-14,6516.9
11-Mar-14,6511.9
10-Mar-14,6537.25
07-Mar-14,6526.65
06-Mar-14,6401.15
05-Mar-14,6328.65
04-Mar-14,6297.95
03-Mar-14,6221.45
28-Feb-14,6276.95
26-Feb-14,6238.8
25-Feb-14,6200.05
24-Feb-14,6186.1
21-Feb-14,6155.45
20-Feb-14,6091.45
19-Feb-14,6152.75
18-Feb-14,6127.1
17-Feb-14,6073.3
14-Feb-14,6048.35
13-Feb-14,6001.1
12-Feb-14,6084
11-Feb-14,6062.7
10-Feb-14,6053.45
07-Feb-14,6063.2
06-Feb-14,6036.3
05-Feb-14,6022.4
04-Feb-14,6000.9
03-Feb-14,6001.8
31-Jan-14,6089.5
30-Jan-14,6073.7
29-Jan-14,6120.25
28-Jan-14,6126.25
27-Jan-14,6135.85
24-Jan-14,6266.75
23-Jan-14,6345.65
22-Jan-14,6338.95
21-Jan-14,6313.8
20-Jan-14,6303.95
17-Jan-14,6261.65
16-Jan-14,6318.9
15-Jan-14,6320.9
14-Jan-14,6241.85
13-Jan-14,6272.75
10-Jan-14,6171.45
09-Jan-14,6168.35
08-Jan-14,6174.6
07-Jan-14,6162.25
06-Jan-14,6191.45
03-Jan-14,6211.15
02-Jan-14,6221.15
01-Jan-14,6301.65
31-Dec-13,6304
30-Dec-13,6291.1
27-Dec-13,6313.8
26-Dec-13,6278.9
24-Dec-13,6268.4
23-Dec-13,6284.5
20-Dec-13,6274.25
19-Dec-13,6166.65
18-Dec-13,6217.15
17-Dec-13,6139.05
16-Dec-13,6154.7
13-Dec-13,6168.4
12-Dec-13,6237.05
11-Dec-13,6307.9
10-Dec-13,6332.85
09-Dec-13,6363.9
06-Dec-13,6259.9
05-Dec-13,6241.1
04-Dec-13,6160.95
03-Dec-13,6201.85
02-Dec-13,6217.85
29-Nov-13,6176.1
28-Nov-13,6091.85
27-Nov-13,6057.1
26-Nov-13,6059.1
25-Nov-13,6115.35
22-Nov-13,5995.45
21-Nov-13,5999.05
20-Nov-13,6122.9
19-Nov-13,6203.35
18-Nov-13,6189
14-Nov-13,6056.15
13-Nov-13,5989.6
12-Nov-13,6018.05
11-Nov-13,6078.8
08-Nov-13,6140.75
07-Nov-13,6187.25
06-Nov-13,6215.15
05-Nov-13,6253.15
03-Nov-13,6317.35
01-Nov-13,6307.2
31-Oct-13,6299.15
30-Oct-13,6251.7
29-Oct-13,6220.9
28-Oct-13,6101.1
25-Oct-13,6144.9
24-Oct-13,6164.35
23-Oct-13,6178.35
22-Oct-13,6202.8
21-Oct-13,6204.95
18-Oct-13,6189.35
17-Oct-13,6045.85
15-Oct-13,6089.05
14-Oct-13,6112.7
11-Oct-13,6096.2
10-Oct-13,6020.95
09-Oct-13,6007.45
08-Oct-13,5928.4
07-Oct-13,5906.15
04-Oct-13,5907.3
03-Oct-13,5909.7
01-Oct-13,5780.05
30-Sep-13,5735.3
27-Sep-13,5833.2
26-Sep-13,5882.25
25-Sep-13,5873.85
24-Sep-13,5892.45
23-Sep-13,5889.75
20-Sep-13,6012.1
19-Sep-13,6115.55
18-Sep-13,5899.45
17-Sep-13,5850.2
16-Sep-13,5840.55
13-Sep-13,5850.6
12-Sep-13,5850.7
11-Sep-13,5913.15
10-Sep-13,5896.75
06-Sep-13,5680.4
05-Sep-13,5592.95
04-Sep-13,5448.1
03-Sep-13,5341.45
02-Sep-13,5550.75
30-Aug-13,5471.8
29-Aug-13,5409.05
28-Aug-13,5285
27-Aug-13,5287.45
26-Aug-13,5476.5
23-Aug-13,5471.75
22-Aug-13,5408.45
21-Aug-13,5302.55
20-Aug-13,5401.45
19-Aug-13,5414.75
16-Aug-13,5507.85
14-Aug-13,5742.3
13-Aug-13,5699.3
12-Aug-13,5612.4
08-Aug-13,5565.65
07-Aug-13,5519.1
06-Aug-13,5542.25
05-Aug-13,5685.4
02-Aug-13,5677.9
01-Aug-13,5727.85
31-Jul-13,5742
30-Jul-13,5755.05
29-Jul-13,5831.65
26-Jul-13,5886.2
25-Jul-13,5907.5
24-Jul-13,5990.5
23-Jul-13,6077.8
22-Jul-13,6031.8
19-Jul-13,6029.2
18-Jul-13,6038.05
17-Jul-13,5973.3
16-Jul-13,5955.25
15-Jul-13,6030.8
12-Jul-13,6009
11-Jul-13,5935.1
10-Jul-13,5816.7
09-Jul-13,5859
08-Jul-13,5811.55
05-Jul-13,5867.9
04-Jul-13,5836.95
03-Jul-13,5770.9
02-Jul-13,5857.55
01-Jul-13,5898.85
28-Jun-13,5842.2
27-Jun-13,5682.35
26-Jun-13,5588.7
25-Jun-13,5609.1
24-Jun-13,5590.25
21-Jun-13,5667.65
20-Jun-13,5655.9
19-Jun-13,5822.25
18-Jun-13,5813.6
17-Jun-13,5850.05
14-Jun-13,5808.4
13-Jun-13,5699.1
12-Jun-13,5760.2
11-Jun-13,5788.8
10-Jun-13,5878
07-Jun-13,5881
06-Jun-13,5921.4
05-Jun-13,5923.85
04-Jun-13,5919.45
03-Jun-13,5939.3
31-May-13,5985.95
30-May-13,6124.05
29-May-13,6104.3
28-May-13,6111.25
27-May-13,6083.15
24-May-13,5983.55
23-May-13,5967.05
22-May-13,6094.5
21-May-13,6114.1
20-May-13,6156.9
17-May-13,6187.3
16-May-13,6169.9
15-May-13,6146.75
14-May-13,5995.4
13-May-13,5980.45
11-May-13,6107.25
10-May-13,6094.75
09-May-13,6050.15
08-May-13,6069.3
07-May-13,6043.55
06-May-13,5971.05
03-May-13,5944
02-May-13,5999.35
30-Apr-13,5930.2
29-Apr-13,5904.1
26-Apr-13,5871.45
25-Apr-13,5916.3
23-Apr-13,5836.9
22-Apr-13,5834.4
18-Apr-13,5783.1
17-Apr-13,5688.7
16-Apr-13,5688.95
15-Apr-13,5568.4
12-Apr-13,5528.55
11-Apr-13,5594
10-Apr-13,5558.7
09-Apr-13,5495.1
08-Apr-13,5542.95
05-Apr-13,5553.25
04-Apr-13,5574.75
03-Apr-13,5672.9
02-Apr-13,5748.1
01-Apr-13,5704.4
28-Mar-13,5682.55
26-Mar-13,5641.6
25-Mar-13,5633.85
22-Mar-13,5651.35
21-Mar-13,5658.75
20-Mar-13,5694.4
19-Mar-13,5745.95
18-Mar-13,5835.25
15-Mar-13,5872.6
14-Mar-13,5908.95
13-Mar-13,5851.2
12-Mar-13,5914.1
11-Mar-13,5942.35
08-Mar-13,5945.7
07-Mar-13,5863.3
06-Mar-13,5818.6
05-Mar-13,5784.25
04-Mar-13,5698.5
01-Mar-13,5719.7
28-Feb-13,5693.05
27-Feb-13,5796.9
26-Feb-13,5761.35
25-Feb-13,5854.75
22-Feb-13,5850.3
21-Feb-13,5852.25
20-Feb-13,5943.05
19-Feb-13,5939.7
18-Feb-13,5898.2
15-Feb-13,5887.4
14-Feb-13,5896.95
13-Feb-13,5932.95
12-Feb-13,5922.5
11-Feb-13,5897.85
08-Feb-13,5903.5
07-Feb-13,5938.8
06-Feb-13,5959.2
05-Feb-13,5956.9
04-Feb-13,5987.25
01-Feb-13,5998.9
31-Jan-13,6034.75
30-Jan-13,6055.75
29-Jan-13,6049.9
28-Jan-13,6074.8
25-Jan-13,6074.65
24-Jan-13,6019.35
23-Jan-13,6054.3
22-Jan-13,6048.5
21-Jan-13,6082.3
18-Jan-13,6064.4
17-Jan-13,6039.2
16-Jan-13,6001.85
15-Jan-13,6056.6
14-Jan-13,6024.05
11-Jan-13,5951.3
10-Jan-13,5968.65
09-Jan-13,5971.5
08-Jan-13,6001.7
07-Jan-13,5988.4
04-Jan-13,6016.15
03-Jan-13,6009.5
02-Jan-13,5993.25
01-Jan-13,5950.85
31-Dec-12,5905.1
28-Dec-12,5908.35
27-Dec-12,5870.1
26-Dec-12,5905.6
24-Dec-12,5855.75
21-Dec-12,5847.7
20-Dec-12,5916.4
19-Dec-12,5929.6
18-Dec-12,5896.8
17-Dec-12,5857.9
14-Dec-12,5879.6
13-Dec-12,5851.5
12-Dec-12,5888
11-Dec-12,5898.8
10-Dec-12,5908.9
07-Dec-12,5907.4
06-Dec-12,5930.9
05-Dec-12,5900.5
04-Dec-12,5889.25
03-Dec-12,5870.95
30-Nov-12,5879.85
29-Nov-12,5825
27-Nov-12,5727.45
26-Nov-12,5635.9
23-Nov-12,5626.6
22-Nov-12,5627.75
21-Nov-12,5614.8
20-Nov-12,5571.55
19-Nov-12,5571.4
16-Nov-12,5574.05
15-Nov-12,5631
13-Nov-12,5666.95
12-Nov-12,5683.7
09-Nov-12,5686.25
08-Nov-12,5738.75
07-Nov-12,5760.1
06-Nov-12,5724.4
05-Nov-12,5704.2
02-Nov-12,5697.7
01-Nov-12,5645.05
31-Oct-12,5619.7
30-Oct-12,5597.9
29-Oct-12,5665.6
26-Oct-12,5664.3
25-Oct-12,5705.3
23-Oct-12,5691.4
22-Oct-12,5717.15
19-Oct-12,5684.25
18-Oct-12,5718.7
17-Oct-12,5660.25
16-Oct-12,5648
15-Oct-12,5687.25
12-Oct-12,5676.05
11-Oct-12,5708.05
10-Oct-12,5652.15
09-Oct-12,5704.6
08-Oct-12,5676
05-Oct-12,5746.95
04-Oct-12,5787.6
03-Oct-12,5731.25
01-Oct-12,5718.8
28-Sep-12,5703.3
27-Sep-12,5649.5
26-Sep-12,5663.45
25-Sep-12,5673.9
24-Sep-12,5669.6
21-Sep-12,5691.15
20-Sep-12,5554.25
18-Sep-12,5600.05
17-Sep-12,5610
14-Sep-12,5577.65
13-Sep-12,5435.35
12-Sep-12,5431
11-Sep-12,5390
10-Sep-12,5363.45
08-Sep-12,5358.7
07-Sep-12,5342.1
06-Sep-12,5238.4
05-Sep-12,5225.7
04-Sep-12,5274
03-Sep-12,5253.75
31-Aug-12,5258.5
30-Aug-12,5315.05
29-Aug-12,5287.8
28-Aug-12,5334.6
27-Aug-12,5350.25
24-Aug-12,5386.7
23-Aug-12,5415.35
22-Aug-12,5412.85
21-Aug-12,5421
