"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","26-Aug-2016","29-Sep-2016","PE","8300","30.2","47.5","29.25","39.55","38.85","39.55","76924","481075.58","2223.68","3092100","182775","8572.55"
"NIFTY","29-Aug-2016","29-Sep-2016","PE","8300","41.3","45.4","27.95","31","28.65","31","69196","432696.77","1951.67","3274425","182325","8607.45"
"NIFTY","30-Aug-2016","29-Sep-2016","PE","8300","28","28","14.9","15.95","15","15.95","89996","561538.37","1313.27","3040950","-233475","8744.35"
"NIFTY","31-Aug-2016","29-Sep-2016","PE","8300","15.9","15.9","13.15","14.3","13.65","14.3","38956","242923.86","422.76","3040650","-300","8786.2"
"NIFTY","01-Sep-2016","29-Sep-2016","PE","8300","13.7","16.8","13.35","15.05","13.85","15.05","22388","139612.82","247.52","3115275","74625","8774.65"
"NIFTY","02-Sep-2016","29-Sep-2016","PE","8300","14.05","15.65","10.8","11.6","11.2","11.6","17479","108980.22","173.45","3086400","-28875","8809.65"
"NIFTY","06-Sep-2016","29-Sep-2016","PE","8300","8.9","8.9","5.85","6.2","6","6.2","20306","126517.73","112.88","2851125","-235275","8943"
"NIFTY","07-Sep-2016","29-Sep-2016","PE","8300","6","7.2","5.35","6.65","6.55","6.65","12968","80788.82","63.02","2640075","-211050","8917.95"
"NIFTY","08-Sep-2016","29-Sep-2016","PE","8300","6.7","6.95","5.25","5.45","5.6","5.45","14676","91423.73","65.63","2794950","154875","8952.5"
"NIFTY","09-Sep-2016","29-Sep-2016","PE","8300","5.85","6.7","5.35","5.95","6","5.95","11147","69440.04","49.96","2744400","-50550","8866.7"
"NIFTY","12-Sep-2016","29-Sep-2016","PE","8300","9.3","17.75","9.3","16.2","15.7","16.2","52701","328662.58","598.85","3213825","469425","8715.6"
"NIFTY","14-Sep-2016","29-Sep-2016","PE","8300","14.95","16.7","9.95","10.9","9.95","10.9","43054","268435.44","424.29","3705150","491325","8726.6"
"NIFTY","15-Sep-2016","29-Sep-2016","PE","8300","9.6","13.7","8.4","9.1","8.6","9.1","41168","256622.24","351.44","3137925","-567225","8742.55"
"NIFTY","16-Sep-2016","29-Sep-2016","PE","8300","6.35","9.55","5.15","7.25","6.85","7.25","42137","262519.12","216.29","2737275","-400650","8779.85"
"NIFTY","19-Sep-2016","29-Sep-2016","PE","8300","5.5","7.4","5.25","5.75","5.95","5.75","16682","103920.31","74.86","2781675","44400","8808.4"
"NIFTY","20-Sep-2016","29-Sep-2016","PE","8300","5.9","6.8","4.8","5","5.05","5","20535","127916.93","86.55","2739750","-41925","8775.9"
"NIFTY","21-Sep-2016","29-Sep-2016","PE","8300","4","4.9","3.3","4.2","4.2","4.2","26001","161933.68","77.45","2970450","230700","8777.15"
"NIFTY","22-Sep-2016","29-Sep-2016","PE","8300","2.1","2.35","1.25","1.85","2","1.85","30489","189833.86","39.83","3015825","45375","8867.45"
"NIFTY","23-Sep-2016","29-Sep-2016","PE","8300","1.6","1.75","1.35","1.65","1.7","1.65","17801","110831.2","19.97","3253200","237375","8831.55"
"NIFTY","26-Sep-2016","29-Sep-2016","PE","8300","1.4","1.4","0.9","1.2","1.25","1.2","23518","146419.04","19.49","3036825","-216375","8723.05"
"NIFTY","27-Sep-2016","29-Sep-2016","PE","8300","0.75","1.35","0.6","1","0.9","1","26489","164912.32","18.3","2950425","-86400","8706.4"
"NIFTY","28-Sep-2016","29-Sep-2016","PE","8300","0.6","0.7","0.3","0.45","0.3","0.45","25557","159101.97","9.65","3114375","163950","8745.15"
"NIFTY","29-Sep-2016","29-Sep-2016","PE","8300","0.1","3.1","0.05","0.05","0.05","0","37130","231151.13","16.88","2980050","-134325","8591.25"
