"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"NIFTY","09-Sep-2016","29-Sep-2016","CE","9000","76.95","76.95","48.1","52.3","52.5","52.3","251567","1708909.4","10832.15","6632700","1048425","8866.7"
"NIFTY","12-Sep-2016","29-Sep-2016","CE","9000","18","23.45","16.1","18.45","19","18.45","234217","1584347","3382.25","5730600","-902100","8715.6"
"NIFTY","14-Sep-2016","29-Sep-2016","CE","9000","16.05","19.35","14.8","17","18.7","17","114503","774326.78","1431.53","5888475","157875","8726.6"
"NIFTY","15-Sep-2016","29-Sep-2016","CE","9000","16.1","17.05","12.65","15.5","16.75","15.5","123622","835809.76","1361.26","5802150","-86325","8742.55"
"NIFTY","16-Sep-2016","29-Sep-2016","CE","9000","24.8","34.2","14.15","18.2","18.35","18.2","240026","1624574.48","4398.98","5247975","-554175","8779.85"
"NIFTY","19-Sep-2016","29-Sep-2016","CE","9000","18.25","22","16.6","19.65","19.2","19.65","114589","775137.4","1661.65","5214000","-33975","8808.4"
"NIFTY","20-Sep-2016","29-Sep-2016","CE","9000","16.85","17.65","12.9","15.7","15.5","15.7","111652","754916.61","1265.61","5848350","634350","8775.9"
"NIFTY","21-Sep-2016","29-Sep-2016","CE","9000","16.75","22.4","11.65","14.2","14.55","14.2","184105","1245111.57","2402.82","6326250","477900","8777.15"
"NIFTY","22-Sep-2016","29-Sep-2016","CE","9000","29.85","39.9","12.2","14.85","13.3","14.85","257903","1744121.41","3276.16","6502650","176400","8867.45"
"NIFTY","23-Sep-2016","29-Sep-2016","CE","9000","14.8","14.8","4.55","5.55","4.75","5.55","217232","1467736.55","1420.55","6664950","162300","8831.55"
"NIFTY","26-Sep-2016","29-Sep-2016","CE","9000","3.85","3.9","1.25","1.4","1.5","1.4","188154","1270320.32","280.82","6529725","-135225","8723.05"
"NIFTY","27-Sep-2016","29-Sep-2016","CE","9000","1.25","1.6","0.65","0.75","0.7","0.75","145195","980169.49","103.24","6172875","-356850","8706.4"
"NIFTY","28-Sep-2016","29-Sep-2016","CE","9000","0.5","0.55","0.35","0.45","0.4","0.45","36305","245070.44","11.69","5704125","-468750","8745.15"
"NIFTY","29-Sep-2016","29-Sep-2016","CE","9000","0.1","0.1","0.05","0.05","0.05","0","14111","95249.95",".7","5584725","-119400","8591.25"
